ID_Ejecutivo,ID_Último_Jefe,Sexo,Fuga,Negocio,Edad,MesesServicio,NoSupervisores,Máx.MesesSup,Min.MesesSup,CumpliProm,SalarioFijoProm,SalarioVarMandProm,SalarioVarVolProm,SalarioTotalProm,ProporSalarioFijoProm,PropMesesBajoSalProm,PropMesesBajoCumpliProm,PropMesesNoCumple,SalarioFijoPromJefe,SalarioVarMandPromJefe,SalarioVarVolPromJefe,SalarioTotalPromJefe,ProporSalarioFijoPromJefe,TotalEjecuJefe,PromPropMesesNoCumpleEjecJefe,CumpliPromEjecutJefe,PropEjecuFugadosJefe
106841772,107387382,F,NO,Mandatorio,46,20,1,20,20,0.76,334675,675331,16290,1026296,0.45,0.5,0.4,0.1,1303667,949322,0,2252989,0.65,15,0.28,0.78,0.4
010688501K,109991392,,SI,Voluntario,,3,1,3,3,0.07,248889,0,149887,398775,0.79,0.67,0.67,0.67,1218546,0,588155,1806701,0.73,7,0.51,0.22,0.86
106918430,156390399,F,SI,Voluntario,38,16,3,7,3,0.31,329062,0,275207,604269,0.75,0.75,0.75,0.38,1509750,0,1271079,2780829,0.6,10,0.44,0.34,0.8
010696145K,155313382,,SI,Mandatorio,,5,1,5,5,0.82,319087,81719,10000,410806,0.88,0.8,0.6,0,1538205,585527,0,2123732,0.79,12,0.28,0.69,0.5
106972036,135341797,M,SI,Mandatorio,52,19,1,19,19,0.62,328831,621455,113124,1063411,0.45,0.53,0.68,0.21,1217557,1306625,0,2524182,0.59,10,0.24,0.76,0.5
106982880,155313382,,SI,Mandatorio,,5,1,5,5,0.81,341700,267908,48000,657608,0.7,0.6,0.6,0.2,1538205,585527,0,2123732,0.79,12,0.28,0.69,0.5
107130322,115944088,M,SI,Mandatorio,52,13,4,7,1,1.5,313233,1956349,22893,2292475,0.22,0.46,0.38,0.15,1372288,1730793,0,3103081,0.52,25,0.16,0.8,0.64
107164723,215869660,F,SI,Voluntario,48,7,1,7,7,,383571,0,209879,593451,0.6,0.43,0,1,1356823,0,355762,1712586,0.85,17,0.8,0.39,0.29
107284907,118897102,,SI,Voluntario,,3,1,3,3,0.39,346111,0,1523,347634,1,0.33,0.33,0,1373955,0,1204337,2578292,0.63,23,0.36,0.44,0.52
107288325,137343282,F,NO,Mandatorio,51,24,1,24,24,0.78,365768,699892,18692,1084352,0.44,0.5,0.38,0.08,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
107349227,140919179,,NO,Mandatorio,,8,4,4,1,1.58,401063,979277,20000,1400340,0.6,0.5,0.63,0,871250,588964,0,1460214,0.63,12,0.33,0.78,0.25
107418458,016178401K,,SI,Voluntario,,4,1,4,4,0.28,245000,0,44000,289000,0.69,0.5,0.5,0.25,1243924,0,1552565,2796488,0.54,12,0.36,0.58,0.58
107426124,119852323,M,SI,Voluntario,49,20,2,18,2,1.12,889265,0,3537287,4426552,0.25,0.7,0.8,0.4,2751960,0,2615154,5367115,0.52,5,0.26,0.96,0.6
107552391,107387382,M,NO,Mandatorio,51,12,1,12,12,0.73,365615,302231,19165,687011,0.66,0.58,0.42,0,1303667,949322,0,2252989,0.65,15,0.28,0.78,0.4
010771815K,014381629K,,SI,Mandatorio,,7,1,7,7,0.73,302098,721429,135393,1158920,0.42,0.57,0.57,0.29,1269631,2380856,91363,3741850,0.39,14,0.28,0.58,0.57
107732837,132327556,F,SI,Voluntario,52,8,4,4,1,0.35,615407,0,684458,1299865,0.57,0.63,0.63,0.5,1608680,0,977425,2586105,0.67,10,0.67,0.42,0.2
010780269K,106667659,F,SI,Mandatorio,37,9,1,9,9,0.86,261509,560424,33504,855437,0.4,0.56,0.67,0.22,1462580,2168888,0,3631468,0.51,16,0.16,0.98,0.31
107834273,135086002,M,NO,Mandatorio,48,24,1,24,24,1.36,370250,2080698,73717,2524665,0.28,0.29,0.58,0.04,1413067,1806806,0,3219873,0.53,17,0.11,1.07,0.35
107921133,158698382,,SI,Mandatorio,,7,1,7,7,0.74,302098,347248,100727,750072,0.5,0.43,0.43,0.29,1403700,1368065,0,2771764,0.57,9,0.11,0.89,0.44
107928898,141029142,M,NO,Mandatorio,51,20,1,20,20,1.19,370177,1974578,71089,2415844,0.31,0.35,0.5,0.1,1275451,809412,0,2084863,0.68,13,0.1,0.83,0.38
107974423,012852066K,F,SI,Mandatorio,52,9,1,9,9,0.49,354821,323614,12828,691262,0.73,0.67,0.56,0.22,1398546,1782728,0,3181274,0.54,22,0.26,0.9,0.45
108028904,158698382,,SI,Mandatorio,,5,1,5,5,0.62,222193,444155,22640,688988,0.55,0.6,0.4,0.4,1403700,1368065,0,2771764,0.57,9,0.11,0.89,0.44
108151706,123288203,,SI,Mandatorio,,7,3,4,1,1.12,297213,1118196,51363,1466771,0.4,0.57,0.57,0.29,677065,1494516,62222,2233803,0.3,27,0.22,0.49,0.63
108163208,132064490,,SI,Mandatorio,,9,2,8,1,0.79,303878,575286,19385,898549,0.41,0.56,0.44,0.11,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
108360313,128577041,,SI,Voluntario,,5,1,5,5,0.25,245000,0,111340,356340,0.68,0.6,0.6,0.4,1460000,0,229310,1689310,0.92,8,0.37,0.48,0.63
108386118,85196677,F,NO,Voluntario,48,26,2,19,7,0.42,455496,0,401248,856744,0.58,0.5,0.69,0.62,1300183,0,727241,2027424,0.66,9,0.77,0.29,0.56
108462981,132954186,F,SI,Mandatorio,49,8,1,8,8,0.77,334549,746513,46309,1127371,0.47,0.5,0.38,0.25,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
108589256,142437821,M,SI,Mandatorio,52,5,2,4,1,0.65,342370,314237,24847,681454,0.64,0.4,0.2,0.2,1319802,862986,4545,2187334,0.65,21,0.19,0.72,0.52
108639970,142437821,F,SI,Mandatorio,51,10,2,6,4,0.67,285476,321255,24223,630954,0.59,0.7,0.7,0.2,1319802,862986,4545,2187334,0.65,21,0.19,0.72,0.52
108645016,132827486,,SI,Voluntario,,3,1,3,3,0.29,229444,0,597256,826700,0.27,0.67,0.67,0.33,1350745,0,1684724,3035469,0.49,21,0.32,0.57,0.67
108683600,97042772,M,NO,Voluntario,51,19,1,19,19,0.74,961113,0,1989539,2950653,0.38,0.53,0.58,0.53,3062475,0,2643559,5706034,0.55,12,0.35,0.68,0.25
010868500K,132327556,,NO,Voluntario,,1,1,1,1,0,766666,0,0,766666,1,0,0,1,1608680,0,977425,2586105,0.67,10,0.67,0.42,0.2
108855657,95482392,,SI,Mandatorio,,2,1,2,2,0.08,800000,0,0,800000,1,0,0.5,1,1553239,2670674,0,4223912,0.37,9,0.44,1.01,0.67
108859660,89666937,F,SI,Voluntario,50,3,1,3,3,0.86,260555,0,2119656,2380211,0.11,0.67,0.67,0.33,1428688,0,1661724,3090411,0.58,22,0.29,0.54,0.73
108893257,142437821,M,SI,Mandatorio,47,8,2,4,4,0.47,295568,240635,17180,553383,0.71,0.5,0.38,0.38,1319802,862986,4545,2187334,0.65,21,0.19,0.72,0.52
108915145,91127229,,SI,Voluntario,,7,1,7,7,0.4,302130,0,484828,786958,0.57,0.57,0.71,0.29,973406,0,999837,1973243,0.66,5,0.36,0.17,0.8
010901950K,016178401K,F,SI,Voluntario,49,10,1,10,10,0.98,319850,0,1057403,1377252,0.42,0.5,0.6,0.1,1243924,0,1552565,2796488,0.54,12,0.36,0.58,0.58
109020575,137343282,M,SI,Mandatorio,51,10,2,9,1,0.85,325620,419650,26166,771436,0.61,0.7,0.5,0.2,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
109044067,158698382,,SI,Mandatorio,,4,1,4,4,0.4,290422,210040,9157,509620,0.76,0.75,0.5,0.25,1403700,1368065,0,2771764,0.57,9,0.11,0.89,0.44
109118060,142437821,,NO,Mandatorio,,4,1,4,4,1.43,332906,1256314,22500,1611721,0.39,0.25,0.5,0,1319802,862986,4545,2187334,0.65,21,0.19,0.72,0.52
109174777,013745498K,,SI,Mandatorio,,3,2,2,1,0.32,199682,78259,1203,279143,0.56,0.67,0.67,0.33,2004753,1690036,0,3694789,0.59,20,0.21,0.59,0.45
109293229,115944088,F,NO,Mandatorio,47,24,2,20,4,0.48,363058,610067,25867,998991,0.47,0.58,0.63,0.21,1372288,1730793,0,3103081,0.52,25,0.16,0.8,0.64
109555754,104714412,,SI,Mandatorio,,5,1,5,5,0.32,306711,106662,13997,427370,0.79,0.4,0.4,0.4,1491056,2252287,0,3743343,0.46,30,0.2,0.99,0.57
109745693,135086002,F,NO,Mandatorio,48,20,1,20,20,1.78,321345,3013430,125341,3460117,0.26,0.25,0.2,0.2,1413067,1806806,0,3219873,0.53,17,0.11,1.07,0.35
109791636,158698382,M,NO,Mandatorio,46,20,1,20,20,0.72,371177,602443,21893,995513,0.5,0.5,0.5,0,1403700,1368065,0,2771764,0.57,9,0.11,0.89,0.44
109834777,150045789,,SI,Voluntario,,5,1,5,5,0.17,317333,0,55822,373155,0.87,0.2,0.8,0.4,1572899,0,206737,1779636,0.91,9,0.42,0.23,0.78
010983582K,67196600,,SI,Voluntario,,4,1,4,4,0.08,189584,0,265825,455409,0.48,0.75,0.75,0.75,1366979,0,1222167,2589146,0.63,18,0.7,0.29,0.78
109901857,118347730,F,SI,Voluntario,43,3,1,3,3,0.46,202222,0,667700,869922,0.23,0.33,0.67,0.33,1355931,0,813538,2169469,0.68,20,0.43,0.33,0.8
109905119,107387382,F,NO,Mandatorio,37,20,1,20,20,0.7,339743,555120,16378,911241,0.48,0.45,0.4,0.15,1303667,949322,0,2252989,0.65,15,0.28,0.78,0.4
109955566,106667659,F,NO,Mandatorio,50,24,2,17,7,1.31,346063,1756000,106985,2209047,0.28,0.42,0.38,0.04,1462580,2168888,0,3631468,0.51,16,0.16,0.98,0.31
110493207,106912122,,SI,Mandatorio,,3,1,3,3,0,342444,0,88,342532,1,0.33,0,1,1408105,722679,0,2130784,0.73,15,0.21,0.96,0.2
110503431,104714412,F,SI,Mandatorio,51,17,1,17,17,1.64,308305,2177977,31337,2517619,0.31,0.29,0.29,0.18,1491056,2252287,0,3743343,0.46,30,0.2,0.99,0.57
110508913,132064490,F,NO,Mandatorio,52,12,2,6,6,1.89,363522,1901821,60713,2326055,0.42,0.42,0.42,0,1363323,1287889,0,2651212,0.6,35,0.41,0.77,0.63
110586213,94801133,F,SI,Voluntario,52,14,1,14,14,0.49,353344,0,720363,1073707,0.54,0.64,0.57,0.14,1447558,0,1199943,2647501,0.64,12,0.42,0.4,0.5
110791550,89666937,F,SI,Voluntario,52,3,1,3,3,0.32,315000,0,350044,665044,0.7,0.67,0.67,0.33,1428688,0,1661724,3090411,0.58,22,0.29,0.54,0.73
111297398,137343282,M,NO,Mandatorio,51,23,3,13,3,0.69,363097,882009,19839,1264945,0.42,0.43,0.52,0.22,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
111630747,011834846K,,SI,Mandatorio,,3,1,3,3,0.17,279554,46039,41813,367407,0.84,0.33,0.67,0.67,1248909,1541468,0,2790377,0.55,21,0.25,0.77,0.57
111853533,85196677,F,SI,Voluntario,51,11,1,11,11,,337518,0,711715,1049234,0.3,0.55,0,1,1300183,0,727241,2027424,0.66,9,0.77,0.29,0.56
111982570,137343282,,SI,Mandatorio,,5,1,5,5,0.79,294148,710412,21087,1025648,0.47,0.4,0.4,0.2,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
112270744,83284579,,SI,Voluntario,,8,2,7,1,0.12,262500,0,82454,344954,0.63,0.25,0.88,0.88,1540297,0,852097,2392394,0.7,22,0.47,0.34,0.68
112281304,128807837,F,NO,Voluntario,50,11,1,11,11,,433255,0,381091,814345,0.58,0.27,0,1,961449,0,497964,1459413,0.67,8,1,0,0.25
112298339,215869660,F,NO,Voluntario,50,22,2,13,9,0.13,402561,0,231793,634355,0.74,0.55,0.77,0.68,1356823,0,355762,1712586,0.85,17,0.8,0.39,0.29
112298568,132744505,,NO,Mandatorio,,8,1,8,8,1.4,358031,1284053,111250,1753334,0.57,0.5,0.63,0,1158206,3026582,60870,4245658,0.34,25,0.13,1.11,0.6
112524045,143103064,F,SI,Mandatorio,50,9,1,9,9,1.02,270921,829167,28205,1128293,0.49,0.56,0.33,0.22,1326378,1018314,0,2344692,0.62,11,0.08,0.96,0.18
112653465,118347730,F,SI,Voluntario,50,14,1,14,14,0.46,361619,0,654996,1016614,0.56,0.64,0.64,0.29,1355931,0,813538,2169469,0.68,20,0.43,0.33,0.8
112655980,135086002,,SI,Mandatorio,,5,1,5,5,0.47,291682,182301,9857,483840,0.66,0.4,0.6,0.2,1413067,1806806,0,3219873,0.53,17,0.11,1.07,0.35
112747214,128577041,F,SI,Voluntario,50,4,1,4,4,0.22,347084,0,54993,402076,0.9,0.75,0.5,0.25,1460000,0,229310,1689310,0.92,8,0.37,0.48,0.63
112983333,013494241K,,NO,Mandatorio,,8,1,8,8,2,356461,1340622,15000,1712083,0.56,0.5,0.5,0,1298870,1035836,0,2334706,0.64,18,0.32,0.77,0.67
113023082,123615921,F,NO,Mandatorio,50,24,1,24,24,0.95,281153,1306829,23957,1611938,0.3,0.5,0.46,0.25,1390748,1411401,0,2802148,0.57,12,0.06,0.86,0.42
113272554,015019816K,,SI,Mandatorio,,4,1,4,4,0.68,238804,332764,9379,580947,0.51,0.25,0.75,0.25,663789,1591658,0,2255446,0.26,10,0.12,0.71,0.8
113331542,130116221,,SI,Mandatorio,,5,1,5,5,0.71,236710,265379,6513,508603,0.52,0.6,0.6,0.4,1340258,2084978,0,3425235,0.45,21,0.38,0.63,0.62
113393106,104714412,,SI,Mandatorio,,9,2,8,1,0.7,268258,512025,73866,854149,0.39,0.56,0.56,0.22,1491056,2252287,0,3743343,0.46,30,0.2,0.99,0.57
113475730,016178401K,F,SI,Voluntario,50,5,2,4,1,0.58,508667,0,861534,1370201,0.43,0.4,0.4,0.4,1243924,0,1552565,2796488,0.54,12,0.36,0.58,0.58
113479094,116070170,,SI,Voluntario,,4,1,4,4,,277500,0,87500,365000,0.75,0.5,0,1,875704,0,866130,1741834,0.55,25,0.75,0.25,0.4
113485418,013551439K,,SI,Mandatorio,,8,1,8,8,0.69,353216,407441,31875,792531,0.7,0.75,0.5,0,1189709,2018462,0,3208171,0.44,39,0.16,0.69,0.59
113543671,118347730,,SI,Voluntario,,4,1,4,4,0.02,204167,0,178500,382667,0.83,0.75,0.5,1,1355931,0,813538,2169469,0.68,20,0.43,0.33,0.8
113644656,106667659,F,NO,Mandatorio,49,20,2,13,7,1,372740,696269,26147,1095156,0.45,0.45,0.35,0.05,1462580,2168888,0,3631468,0.51,16,0.16,0.98,0.31
113778903,012852066K,F,SI,Mandatorio,49,17,2,12,5,0.72,305725,722895,24387,1053008,0.45,0.59,0.53,0.35,1398546,1782728,0,3181274,0.54,22,0.26,0.9,0.45
113782900,112352481,F,SI,Mandatorio,50,5,1,5,5,0.95,322717,723535,42929,1089181,0.47,0.4,0.6,0,1435721,1518841,0,2954563,0.58,15,0.15,1.15,0.4
114129542,152732112,,NO,Voluntario,,1,1,1,1,0.46,700000,0,900000,1600000,0.44,0,0,0,1900000,0,2100000,4000000,0.48,2,0,0.7,0
114133485,143489841,M,NO,Mandatorio,48,23,4,12,2,1.23,380768,1461967,71658,1914392,0.33,0.43,0.52,0,1384838,765846,174431,2325115,0.7,18,0.29,0.66,0.5
011425830K,152602022,,NO,Mandatorio,,8,1,8,8,1.15,351750,313661,11850,677260,0.7,0.5,0.5,0,1380027,650600,0,2030627,0.77,6,0.22,0.9,0.33
114260789,008656601K,M,SI,Mandatorio,48,9,2,6,3,0.83,356041,637747,38823,1032611,0.42,0.44,0.56,0,1500000,288857,0,1788857,0.87,9,0.25,0.69,0.11
114418617,123053729,,SI,Mandatorio,,6,2,5,1,1,282656,327695,5812,616163,0.7,0.83,0.67,0.17,1438363,2290055,17434,3745852,0.49,21,0.11,1.1,0.48
114793183,94726468,F,NO,Mandatorio,49,13,1,13,13,0.48,249272,592233,17393,858898,0.39,0.69,0.54,0.46,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
115253085,130491502,,SI,Voluntario,,9,2,6,3,0.37,319058,0,293708,612766,0.59,0.67,0.56,0.33,1313879,0,1384467,2698346,0.57,16,0.42,0.34,0.75
115260987,007819829K,F,SI,Voluntario,48,12,1,12,12,,410758,0,92155,502913,0.78,0.5,0,1,2132663,0,512826,2645489,0.82,4,1,0,0.25
115368222,67196600,,SI,Voluntario,,1,1,1,1,,0,0,2400000,2400000,0,0,0,1,1366979,0,1222167,2589146,0.63,18,0.7,0.29,0.78
115464531,106912122,F,NO,Mandatorio,48,12,1,12,12,1.81,364592,1473731,27785,1866107,0.43,0.42,0.58,0,1408105,722679,0,2130784,0.73,15,0.21,0.96,0.2
115488074,132744505,M,NO,Mandatorio,48,5,1,5,5,0.52,325229,279833,2978,608039,0.65,0.6,0.6,0,1158206,3026582,60870,4245658,0.34,25,0.13,1.11,0.6
115667564,130716911,F,NO,Voluntario,48,15,6,5,1,0.33,341996,0,384453,726450,0.65,0.6,0.73,0.27,1500000,0,1400000,2900000,0.52,4,0.5,0.42,0.25
116101297,169647968,F,SI,Voluntario,48,6,3,3,1,,317500,0,0,317500,1,0.33,0,1,1124356,0,481245,1605601,0.73,20,0.95,0.15,0.2
116202964,016178401K,F,SI,Voluntario,48,15,3,10,2,0.45,354229,0,392944,747174,0.64,0.67,0.67,0.4,1243924,0,1552565,2796488,0.54,12,0.36,0.58,0.58
116248212,007819829K,F,NO,Voluntario,48,24,1,24,24,,431005,0,180227,611232,0.74,0.5,0,1,2132663,0,512826,2645489,0.82,4,1,0,0.25
116279312,97019819,F,NO,Mandatorio,48,24,2,12,12,1.53,368319,2391966,75218,2835503,0.26,0.29,0.46,0.04,1427850,1611621,105006,3144478,0.59,8,0.15,1.39,0
116288907,132827486,,SI,Voluntario,,4,1,4,4,0,224583,0,0,224583,1,0.75,0,1,1350745,0,1684724,3035469,0.49,21,0.32,0.57,0.67
116306611,94801133,F,NO,Voluntario,48,23,1,23,23,0.78,509875,0,1573881,2083756,0.43,0.65,0.61,0.26,1447558,0,1199943,2647501,0.64,12,0.42,0.4,0.5
116478293,107732845,,NO,Mandatorio,,4,1,4,4,1.1,332906,764751,36250,1133907,0.55,0.5,0.5,0,1528618,1420000,0,2948618,0.52,24,0.13,1.14,0.54
011657375K,107732845,,SI,Mandatorio,,3,1,3,3,1.29,71188,469623,16667,557477,0.33,0.67,0.67,0.67,1528618,1420000,0,2948618,0.52,24,0.13,1.14,0.54
116746735,97019819,M,NO,Mandatorio,48,16,2,12,4,1.05,354664,935866,37734,1328264,0.43,0.5,0.56,0.06,1427850,1611621,105006,3144478,0.59,8,0.15,1.39,0
116928515,126080859,,SI,Voluntario,,3,1,3,3,0,143889,0,0,143889,1,0.33,0,1,1243001,0,470567,1713568,0.73,6,0.79,0.05,1
117040356,137343282,F,NO,Mandatorio,47,23,3,13,3,0.76,377973,810388,21930,1210291,0.43,0.61,0.43,0.17,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
117480275,87737047,F,SI,Mandatorio,47,15,2,8,7,1.11,313317,1183369,16968,1513654,0.3,0.47,0.47,0.27,1249262,905750,0,2155012,0.7,9,0.23,0.72,0.67
117509559,128896406,,SI,Voluntario,,4,1,4,4,0.32,350000,0,1316153,1666153,0.42,0.5,0.75,0,1503739,0,1367709,2871448,0.64,26,0.43,0.47,0.62
117740153,94726468,F,NO,Mandatorio,47,24,4,9,1,0.73,363368,1097767,25738,1486872,0.37,0.5,0.54,0.38,1480766,754817,809,2236392,0.75,28,0.48,0.61,0.5
117752453,135086002,M,SI,Mandatorio,48,9,1,9,9,1.23,354710,1065378,58205,1478292,0.34,0.44,0.67,0,1413067,1806806,0,3219873,0.53,17,0.11,1.07,0.35
117782409,112352481,F,NO,Mandatorio,47,20,2,15,5,1.04,370776,1022092,31559,1424427,0.38,0.4,0.45,0,1435721,1518841,0,2954563,0.58,15,0.15,1.15,0.4
118128699,128866914,F,NO,Voluntario,47,9,3,4,1,0.5,350000,0,587382,937382,0.52,0.56,0.44,0.22,1501064,0,1346390,2847454,0.59,10,0.28,0.62,0.2
118156862,104714412,M,NO,Mandatorio,46,24,1,24,24,1.68,354710,2376114,44781,2775605,0.27,0.42,0.38,0.04,1491056,2252287,0,3743343,0.46,30,0.2,0.99,0.57
118223896,139269624,M,SI,Voluntario,47,10,3,5,1,0.1,285652,0,216677,502330,0.67,0.8,0.7,0.7,1369965,0,340757,1710722,0.8,16,0.52,0.4,0.69
118266978,104714412,,SI,Mandatorio,,7,2,5,2,0.3,357300,168551,3943,529795,0.78,0.71,0.57,0.57,1491056,2252287,0,3743343,0.46,30,0.2,0.99,0.57
118377389,109588431,,NO,Voluntario,,4,1,4,4,0.59,350000,0,1181000,1531000,0.29,0.25,0.25,0,1474853,0,1361914,2836767,0.6,18,0.45,0.42,0.61
118400895,89666937,,SI,Voluntario,,8,1,8,8,0.81,265417,0,853910,1119327,0.45,0.5,0.63,0.25,1428688,0,1661724,3090411,0.58,22,0.29,0.54,0.73
118506944,84649023,F,NO,Mandatorio,47,20,2,10,10,0.86,343522,1328621,37551,1709694,0.34,0.5,0.4,0.25,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
011851582K,141261746,,SI,Mandatorio,,8,1,8,8,0.79,260335,517805,11976,790116,0.39,0.63,0.63,0.25,1202861,1818037,0,3020898,0.47,20,0.17,0.78,0.75
011852537K,85377876,M,SI,Voluntario,51,3,2,2,1,0.3,311111,0,1100000,1411111,0.45,0.33,0,0,1355662,0,1149550,2505212,0.63,11,0.48,0.28,0.73
118571703,132954186,,SI,Mandatorio,,2,1,2,2,0.58,282657,0,0,282657,1,0.5,0.5,0.5,1373320,1534267,30096,2937684,0.53,27,0.2,1.06,0.56
118585798,137343282,F,NO,Mandatorio,47,23,1,23,23,0.71,335065,952215,56279,1343559,0.35,0.43,0.52,0.26,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
118605470,153783977,,SI,Voluntario,,2,1,2,2,,390000,0,0,390000,1,0.5,0,1,1095422,0,535253,1630676,0.73,22,1,0,0.45
118612485,011834846K,F,NO,Mandatorio,47,21,5,9,1,0.87,378897,979547,97163,1455608,0.4,0.43,0.57,0.1,1248909,1541468,0,2790377,0.55,21,0.25,0.77,0.57
118631285,107732845,M,NO,Mandatorio,47,9,1,9,9,1.1,368407,403350,49425,821181,0.68,0.67,0.33,0.11,1528618,1420000,0,2948618,0.52,24,0.13,1.14,0.54
118722744,141029142,,NO,Mandatorio,,4,1,4,4,0.93,325266,696056,27500,1048822,0.47,0.5,0.5,0,1275451,809412,0,2084863,0.68,13,0.1,0.83,0.38
118897102,162505491,M,NO,Voluntario,47,1,1,1,1,0,800000,0,1400000,2200000,0.36,0,0,1,1319585,0,683768,2003353,0.76,17,0.36,0.38,0.59
011896179K,153119791,M,SI,Voluntario,47,7,1,7,7,0.37,286667,0,706332,992999,0.43,0.57,0.71,0.29,1508052,0,1441518,2949570,0.63,17,0.31,0.49,0.71
011931397K,130116221,F,NO,Mandatorio,46,20,1,20,20,1.02,332877,994006,20765,1347648,0.37,0.45,0.4,0.15,1340258,2084978,0,3425235,0.45,21,0.38,0.63,0.62
119381215,013745498K,,NO,Mandatorio,,4,1,4,4,0.75,325266,374887,22500,722653,0.56,0.25,0.75,0,2004753,1690036,0,3694789,0.59,20,0.21,0.59,0.45
119424054,157172786,F,SI,Mandatorio,46,6,3,3,1,0.27,291594,97842,6006,395442,0.64,0.33,0.67,0.33,1112711,505774,0,1618484,0.72,6,0.39,0.5,0.83
119455871,162505491,,SI,Voluntario,,4,2,3,1,0.2,291667,0,0,291667,1,0.25,0.25,0.25,1319585,0,683768,2003353,0.76,17,0.36,0.38,0.59
119693195,137343282,F,NO,Mandatorio,46,25,1,25,25,0.85,374727,765649,139910,1280286,0.41,0.52,0.56,0.04,1216479,1522178,0,2738657,0.49,27,0.22,0.9,0.44
120005936,152602022,F,NO,Mandatorio,46,27,4,13,1,1.36,375517,2013367,119912,2508797,0.28,0.37,0.44,0.04,1380027,650600,0,2030627,0.77,6,0.22,0.9,0.33
120015893,106667659,,SI,Mandatorio,,9,1,9,9,0.75,337843,408005,9155,755003,0.54,0.44,0.33,0.11,1462580,2168888,0,3631468,0.51,16,0.16,0.98,0.31
120105914,107387382,,SI,Mandatorio,,8,1,8,8,0.7,347853,650147,8604,1006604,0.54,0.5,0.5,0.25,1303667,949322,0,2252989,0.65,15,0.28,0.78,0.4
120132059,013551439K,,SI,Mandatorio,,4,1,4,4,0.46,342328,372033,37342,751704,0.64,0.75,0.5,0,1189709,2018462,0,3208171,0.44,39,0.16,0.69,0.59
012013454K,121524422,,NO,Mandatorio,,1,1,1,1,0,385250,0,0,385250,1,0,0,1,1213041,1625177,0,2838218,0.51,17,0.32,0.84,0.41
120207342,109588431,M,SI,Voluntario,41,16,3,7,4,0.37,474391,0,1055085,1529475,0.44,0.63,0.63,0.38,1474853,0,1361914,2836767,0.6,18,0.45,0.42,0.61
120209515,94600480,F,NO,Voluntario,48,25,1,25,25,0.56,589817,0,1053617,1643434,0.49,0.72,0.56,0.32,1319661,0,1078781,2398441,0.61,5,0.37,0.44,0.6
120345281,132744505,F,SI,Mandatorio,44,3,1,3,3,0.59,208817,256425,29387,494629,0.45,0.67,0.67,0.67,1158206,3026582,60870,4245658,0.34,25,0.13,1.11,0.6
120345559,013494241K,F,SI,Mandatorio,42,5,1,5,5,0.42,327630,382271,12039,721939,0.74,0.6,0.6,0.6,1298870,1035836,0,2334706,0.64,18,0.32,0.77,0.67
120589172,89666937,,SI,Voluntario,,3,1,3,3,0.31,241111,0,2557920,2799031,0.07,0.33,0.67,0.67,1428688,0,1661724,3090411,0.58,22,0.29,0.54,0.73
120604376,91289555,F,NO,Voluntario,45,9,3,5,1,1.07,697407,0,1385954,2083361,0.4,0.44,0.56,0.11,1545177,0,857366,2402544,0.69,8,0.67,0.5,0.25
120732919,84649023,M,NO,Mandatorio,43,24,2,14,10,0.81,365723,1210603,63798,1640124,0.35,0.5,0.5,0.25,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
120988697,132827486,,SI,Voluntario,,4,2,3,1,0.27,224584,0,52306,276890,0.75,0.5,0.75,0.25,1350745,0,1684724,3035469,0.49,21,0.32,0.57,0.67
121062631,013551439K,,NO,Mandatorio,,8,1,8,8,0.85,358031,693440,72516,1123987,0.61,0.63,0.5,0,1189709,2018462,0,3208171,0.44,39,0.16,0.69,0.59
012109701K,106667659,F,NO,Mandatorio,50,20,2,13,7,1.05,339807,1026300,19903,1386010,0.39,0.55,0.4,0.15,1462580,2168888,0,3631468,0.51,16,0.16,0.98,0.31
121116049,140164941,M,NO,Mandatorio,49,24,1,24,24,0.99,362748,1192089,23541,1578377,0.35,0.42,0.5,0,1520519,3408821,0,4929340,0.39,16,0.08,1.29,0.19
121235552,130491502,M,SI,Voluntario,39,4,1,4,4,0.66,297500,0,491251,788751,0.58,0.75,0.75,0.25,1313879,0,1384467,2698346,0.57,16,0.42,0.34,0.75
121326701,84649023,,SI,Mandatorio,,8,4,5,1,0.26,315633,115157,13219,444008,0.68,0.63,0.63,0.5,1503725,484667,0,1988392,0.81,21,0.6,0.53,0.52
121345544,128866914,F,SI,Voluntario,44,9,3,4,1,0.3,311111,0,435927,747038,0.53,0.67,0.56,0.33,1501064,0,1346390,2847454,0.59,10,0.28,0.62,0.2
121446804,106912122,F,NO,Mandatorio,42,12,1,12,12,1.03,360497,732932,35099,1128528,0.57,0.5,0.5,0.08,1408105,722679,0,2130784,0.73,15,0.21,0.96,0.2
